TAGNT Mat-Jhn - Translators Amalgamated Greek NT -  STEPBible.org CC BY 4.0
TAGNT Act-Rev - Translators Amalgamated Greek NT -  STEPBible.org CC BY 4.0
(This is saved as 2  files because a single file too large for Hithub)
=================================================
All the words from standard Greek editions (NA27/28, TR, SBL, TH, Byz, WH, Treg) with translations, grammar, sources & variants marked with significance
=================================================================================================
Further explanation at: 	https://docs.google.com/document/d/1a24mPFzfAEkDbGvNXvmTzVk5NawntoEozYYAgzM5VmE/preview	
Spreadsheet version at: 	https://docs.google.com/spreadsheets/d/16Y1OCgWcqZndmWP3CA3YfYMPjwxIRb0UMQt-cSS8Wdw/edit#gid=0	
Word version at:	https://drive.google.com/file/d/1kSPJdBuRARV8bNIMK0T1B5MomWnL77ak/view?usp=sharing

	==============================================================												
	Data created by www.STEPBible.org based on work at Tyndale House Cambridge (CC BY 4.0)												
	==============================================================												
	This licence allows you to:												
	* Include any part of this data in software or publications without requesting permission 												
	* Download the data and reformat it for your application, without changing the data												
	* Send any proposed corrections to STEPBibleATGmail.com. to be verified 												
	  (You MAY make changes yourself, but you should include a note of changes that can be viewed by those who use your new data)												
	* Refer others to github.com/STEPBible as the source of the data. Please do not redistribute it yourself. 												
	  (Updates or corrections are easier to implement when the data is distributed from a single source)												
	* We'd love to hear about your project when you make it available. Email us at STEPBibleATGmail.com..												
	==============================================================												

=======================================================================

Summary of words included in the Amalgamated Greek NT:
=====================================
WORD TYPES:	USAGE IN BIBLES			EDITIONS				
=NA same TR	133304 words are translated in both traditional KJV and modern Bibles.			NA27/28 + TR + others all having the same meaning				
=NA diff TR	3922 words may translate differently in traditional and modern Bibles.			NA27/28 + others having the same meaning but there are.also .. 				| Variants = different meanings in TR + others
=NA not TR	761 words are translated in most modern Bibles but not in the KJV.			NA27/28 + others having the same meaning but not TR				
=TR+NIV/ESV not NA	227 words are translated in the KJV and in some modern Bibles.			TR + others having the same meaning but not NA27/28				
=TR not NA,NIV/ESV	3573 words are translated in the KJV but not in most modern Bibles.			TR + others having the same meaning but not NA27/28				
Not in NA or TR	245 words occur in early manuscripts but not translated in most Bibles.			Others having a word that is not found in TR or NA27/28				


FIELD DESCRIPTIONS:
==============

Ref: Versification used by SBL and all modern texts. Significantly different from KJV at Mat.17.14; 20.4; Mrk.3.19; 12.15; Luk.1.74; 6.17; 7.19; Act.2.10; 3.19; 4.6; 5.40; 9.29; 13.39; 19.41; 24.18; Rom.7.9; 9.11; 2Co.1.6; 8.13; 10.5; 13.13; 13.14; Gal.2.20; Eph.1.11; 2.15; 5.13; Php.2.8; Col.1.21; 1Th.1.3; 2.6; 2.11; Heb.3.9; 7.21; 12.23; 1Pe.3.15; Rev.2.27; 13.1; 17.10; 
Word Type: Source of the word, privileging NA, then TR. 
Greek: spelling based on NA28 for NA, then TR if not in NA, then other Eds if in neither.  Cases and final accents based on the punctuation which follows THGHT
English is based on Berean Study Bible, with permission, as at 1-July02019. This covered only NA words. Others supplied by Tyndale scholars, and the complete work was unified in many ways. 
Extended Strong: Extended with words not used in the KJV. Backwardly compatible with standard Strongs and NASB tagging, as defined in the Brief Lexicon at https://STEPBible\.github.io/STEPBible-Data/
Morphology: Based on James Tuaber, with addtional details by Tyndale scholars: persons added to Personal, Reflexive and Possessive pronouns; distinguish 2nd verbal forms (e.g. 2nd Aorist); distinguished betweeen "Passive", "Either middle or Passive", "Deponent"
 - some changes have been made, including: 
	ἐμοῦ  A-GSMN => P-1GS @ Jhn.016.015
	ευθυς =G2117 A-MNSM "straight" => G2112 ADV "immediately" @ Mat.003.016; Mat.013.20; Mat.013.21; Mrk.001.012; Mrk.001.028; Jhn.013.032; Jhn.019.034; Jhn.021.003
	V-PAI-3P changed to V-PAP-DPM except for  εισι[ν] (G1510) which is V-PAI-3P while οὖσι[ν] (G1510) is V-PAP-DPM
	τίς etc changed from I-NSM etc to X-MNSM etc at Act.025.014; 1Co.010.019; Heb.010.025, 27, 28; 11.040; 12.15x2, 16; 13.002; Jas.001.005, 7, 18, 23, 26; 2.014, 16, 18; 3.002; 5.013x2, 14x2; 5.019x2; 1Pe.002.019
	G4302 changed to G4277 when προειπον  is used, ie 45_Act.001.016-A, 49_Gal.005.021-A, 53_1Th.004.006-A
	G4302 changed to G4280 when προερέω is used, ie 41_Mat.024.025-A, 42_Mrk.013.023-INSTW, 42_Mrk.013.023-B, 46_Rom.009.029-A, 48_2Co.007.003-A, 48_2Co.013.002-A, 49_Gal.001.009-A, 59_Heb.004.007-IMNSTW, 59_Heb.010.015-B, 62_2Pe.003.002-A, 66_Jud.001.017-A, 
	ποῦ =G4225 => G4226 at 42_Mrk.015.047-A, 44_Jhn.001.039-A, 63_1Jn.002.011-A
Lexical form & Gloss: from the TBESG - Tyndale Brief lexicon of Extended Strongs for Greek at https://STEPBible\.github.io/STEPBible-Data/
Editions: those which use the same letters, though they may be accented or capitalised differently. Byz=Byzantine based on RP;  NA27=Nestle-Aland 27th ed; NA28 2012 (this is NOT the same as ECM Acts - see eg Act.1.10 ἐσθῆτι in ECM); TR= Textus Receptus; SBL= SBLGNT; Treg= Tregelles; WH= WH;  Tyn= Tyndale House GNT. 
Spanish is based on  Marvel Bible Project as on 9-Jan-2019 from https://github.com/eliranwong/OpenGNT/blob/master/OpenGNT_BASE_TEXT.zip &  OpenGNT_keyedFeatures.csv.zip. This was available only for words in NA28. Other words are supplied by Tyndale scholars.
Sub-meanings: words with more than one meaning are supplied with a context-sensitive sub-meaning. Individuals and Places are identified as in TIPNR. Other are based on CSG (Context Sensitive Gloss) from Marvel Bible Project as at 9-Jan-2019 from https://github.com/eliranwong/OpenGNT/blob/master/OpenGNT_BASE_TEXT.zip &  OpenGNT_keyedFeatures.csv.zip. This was available only for words in NA28. Other words are supplied by Tyndale House who also edited the CSG for words where sub-meanings  were not sufficiently detailed. 
Conjoined data: links words that might not be translated (eg articles and particles) with the word they are connected to, which are often separated by several other words. 


Reference + word	Word #	Greek	English Translation	Strongs	Grammar	Dictionary form	English gloss	Editions		Spelling variants	Meaning variants	Spanish Translation	Sub-meaning	Super-meaning	Conjoin word
42_Mrk.010.041	=NA same TR ~~	ἀκούσαντες	having heard [this],	G0191	V-AAP-NPM	ἀκούω	to hear	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἀκούσαντες		habiendo oído	to hear			
42_Mrk.010.041	=NA same TR ~~	οἱ	the	G3588	T-NPM	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	οἱ		los	the		»008:G1176	
42_Mrk.010.041	=NA same TR ~~	δέκα	ten	G1176	A-NPM-NUI	δέκα	ten	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	δέκα		diez	ten			
42_Mrk.010.041	=NA same TR ~~	ἤρξαντο	began	G0757	V-ADI-3P	ἄρχω	be first	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἤρξαντο		comenzaron	be first			
42_Mrk.010.041	=NA same TR ~~	ἀγανακτεῖν	to be indignant	G0023	V-PAN	ἀγανακτέω	be indignant	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἀγανακτεῖν		estar indignados	be indignant			
42_Mrk.010.041	=NA same TR ~~	περὶ	about	G4012	PREP	περί	about	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	περὶ		acerca de	about			
42_Mrk.010.041	=NA same TR ~~	Ἰακώβου	James	G2385	N-GSM-P	Ἰάκωβος	James	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἰακώβου		Jacobo	James§James@Mat.4.21			
42_Mrk.010.041	=NA same TR ~~	καὶ	and	G2532	CONJ	καί	and	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	καὶ		y	and			
42_Mrk.010.041	=NA same TR ~~	Ἰωάννου.¶	John.	G2491	N-GSM-P	Ἰωάννης	John	NA27+NA28+Tyn+SBL+Treg+TR+Byz+NIV ; WH	ἰωάννου ; ἰωάνου		Juan	John§John@Mat.4.21			
															
															
# Mrk.10.42	Καὶ	προσκαλεσάμενος	αὐτοὺς	ὁ	Ἰησοῦς	λέγει	αὐτοῖς·	οἴδατε	ὅτι	οἱ	δοκοῦντες				
#_Translation	And	having called near	them,	<the>	Jesus	says	to them,	You know	that	those	being accounted				
#_Word=Grammar	G2532=CONJ	G4341=V-ADP-NSM	G0846=P-APM	G3588=T-NSM	G2424=N-NSM-P	G3004=V-PAI-3S	G0846=P-DPM	G1492=V-RAI-2P	G3754=CONJ	G3588=T-NPM	G1380=V-PAP-NPM				
#_Non-NA variants	 | TR+Byz = δὲ = "now" = G1161 = CONJ 														
#_Mrk.10.42 cont.	ἄρχειν	τῶν	ἐθνῶν	κατακυριεύουσιν	αὐτῶν,	καὶ	οἱ	μεγάλοι	αὐτῶν	κατεξουσιάζουσιν	αὐτῶν.				
#_Translation	to rule over	the	Gentiles	exercise lordship over	them;	and	those	great ones	of them	exercise authority over	them.				
#_Word=Grammar	G0757=V-PAN	G3588=T-GPN	G1484=N-GPN	G2634=V-PAI-3P	G0846=P-GPN	G2532=CONJ	G3588=T-NPM	G3173=A-NPM	G0846=P-GPN	G2715=V-PAI-3P	G0846=P-GPN				
#_Non-NA variants															
#_REFERENCE	WORD TYPE	GREEK	ENGLISH TRANSLATION	STRONGS	GRAMMAR	DICTIONARY FORM	GLOSS	EDITIONS	SPELLING VARIANTS	MEANING VARIANTS	SPANISH TRANSLATION	SUB-MEANING	SUPER-MEANING	CONJOIN WORD	
42_Mrk.010.042	=NA diff TR ˹˺	Καὶ	And	G2532	CONJ	καί	and	NA27+NA28+Tyn+SBL+WH+Treg+NIV	καὶ	 | TR+Byz = δὲ = "now" = G1161 = CONJ 	Y	and			
42_Mrk.010.042	=NA same TR ~~	προσκαλεσάμενος	having called near	G4341	V-ADP-NSM	προσκαλέω	to call to/summon	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	προσκαλεσάμενος		habiendo llamado hacia (sí)	to summon			
42_Mrk.010.042	=NA same TR ~~	αὐτοὺς	them,	G0846	P-APM	αὐτός	he/she/it/self	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	αὐτοὺς		a ellos	them		«004:G4341	
42_Mrk.010.042	=NA same TR ~~	ὁ	<the>	G3588	T-NSM	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+NIV  <4: TR+Byz	ὁ		el	the		»010:G2424	
42_Mrk.010.042	=NA same TR ~~	Ἰησοῦς	Jesus	G2424	N-NSM-P	Ἰησοῦς	Jesus/Joshua	NA27+NA28+Tyn+SBL+WH+Treg+NIV  <4: TR+Byz	ἰησοῦς		Jesús	Jesus§Jesus@Mat.1.1			
42_Mrk.010.042	=NA same TR ~~	λέγει	says	G3004	V-PAI-3S	λέγω	to speak	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	λέγει		está diciendo	to speak§1_speak/ask			
42_Mrk.010.042	=NA same TR ~~	αὐτοῖς·	to them,	G0846	P-DPM	αὐτός	he/she/it/self	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	αὐτοῖς		a ellos	to them		«012:G3004	
42_Mrk.010.042	=NA same TR ~~	οἴδατε	You know	G1492	V-RAI-2P	εἴδω	to perceive	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	οἴδατε		Han sabido	to know§1_know/understand			
42_Mrk.010.042	=NA same TR ~~	ὅτι	that	G3754	CONJ	ὅτι	that/since	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ὅτι		que	that§1_that		«016:G1492	
42_Mrk.010.042	=NA same TR ~~	οἱ	those	G3588	T-NPM	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	οἱ		los	[those] which		»022:G1380	
42_Mrk.010.042	=NA same TR ~~	δοκοῦντες	being accounted	G1380	V-PAP-NPM	δοκέω	to think	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	δοκοῦντες		estando pareciendo	to think			
42_Mrk.010.042	=NA same TR ~~	ἄρχειν	to rule over	G0757	V-PAN	ἄρχω	be first	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἄρχειν		estar gobernando	be first			
42_Mrk.010.042	=NA same TR ~~	τῶν	the	G3588	T-GPN	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	τῶν		de las	the		»028:G1484	
42_Mrk.010.042	=NA same TR ~~	ἐθνῶν	Gentiles	G1484	N-GPN	ἔθνος	Gentile nation	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἐθνῶν		naciones	Gentiles			
42_Mrk.010.042	=NA same TR ~~	κατακυριεύουσιν	exercise lordship over	G2634	V-PAI-3P	κατακυριεύω	to master	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	κατακυριεύουσιν		están enseñoreando	to master			
42_Mrk.010.042	=NA same TR ~~	αὐτῶν,	them;	G0846	P-GPN	αὐτός	he/she/it/self	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	αὐτῶν		de ellas	of them		«030:G2634	
42_Mrk.010.042	=NA same TR ~~	καὶ	and	G2532	CONJ	καί	and	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	καὶ		y	and			
42_Mrk.010.042	=NA same TR ~~	οἱ	those	G3588	T-NPM	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	οἱ		los	the		»038:G3173	
42_Mrk.010.042	=NA same TR ~~	μεγάλοι	great ones	G3173	A-NPM	μέγας	great	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	μεγάλοι		grandes	great			
42_Mrk.010.042	=NA same TR ~~	αὐτῶν	of them	G0846	P-GPN	αὐτός	he/she/it/self	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	αὐτῶν		de ellas	their		«038:G3173	
42_Mrk.010.042	=NA same TR ~~	κατεξουσιάζουσιν	exercise authority over	G2715	V-PAI-3P	κατεξουσιάζω	to rule	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	κατεξουσιάζουσιν		están ejerciendo autoridad sobre	to rule			
42_Mrk.010.042	=NA same TR ~~	αὐτῶν.	them.	G0846	P-GPN	αὐτός	he/she/it/self	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	αὐτῶν		ellas	of them		«042:G2715	
															
															
# Mrk.10.43	οὐχ	οὕτως	δέ	ἐστιν	ἐν	ὑμῖν,	ἀλλ᾽	ὃς	ἂν	θέλῃ	μέγας				
#_Translation	Not	thus	however	is it	among	you.	Instead,	who[ever]	maybe	shall desire	great				
#_Word=Grammar	G3756=PRT-N	G3779=ADV	G1161=CONJ	G1510=V-PAI-3S	G1722=PREP	G4771=P-2DP	G0235=CONJ	G3739=R-NSM	G0302=PRT	G2309=V-PAS-3S	G3173=A-NSM				
#_Non-NA variants				 | TR+Byz = ἔσται = "will it be" = G1510 = V-FDI-3S 					 | TR+Byz = ἐὰν = "if" = G1437 = COND 						
#_Mrk.10.43 cont.	γενέσθαι	ἐν	ὑμῖν,	ἔσται	ὑμῶν	διάκονος·									
#_Translation	to become	among	you,	will be	your	servant;									
#_Word=Grammar	G1096=V-2ADN	G1722=PREP	G4771=P-2DP	G1510=V-FDI-3S	G4771=P-2GP	G1249=N-NSM									
#_Non-NA variants															
#_REFERENCE	WORD TYPE	GREEK	ENGLISH TRANSLATION	STRONGS	GRAMMAR	DICTIONARY FORM	GLOSS	EDITIONS	SPELLING VARIANTS	MEANING VARIANTS	SPANISH TRANSLATION	SUB-MEANING	SUPER-MEANING	CONJOIN WORD	
42_Mrk.010.043	=NA same TR ~~	οὐχ	Not	G3756	PRT-N	οὐ	no	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	οὐχ		No	no			
42_Mrk.010.043	=NA same TR ~~	οὕτως	thus	G3779	ADV	οὕτω, οὕτως	thus(-ly)	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	οὕτως		así	thus			
42_Mrk.010.043	=NA same TR ~~	δέ	however	G1161	CONJ	δέ	but/and	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	δέ		pero	but			
42_Mrk.010.043	=NA diff TR ˹˺	ἐστιν	is it	G1510	V-PAI-3S	εἰμί	to be	NA27+NA28+Tyn+SBL+WH+Treg+NIV	ἐστιν	 | TR+Byz = ἔσται = "will it be" = G1510 = V-FDI-3S 	está siendo	to be			
42_Mrk.010.043	=NA same TR ~~	ἐν	among	G1722	PREP	ἐν	in/on/among	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἐν		en	among			
42_Mrk.010.043	=NA same TR ~~	ὑμῖν,	you.	G4771	P-2DP	σύ	you	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ὑμῖν		ustedes	to you		«010:G1722	
42_Mrk.010.043	=NA same TR ~~	ἀλλ᾽	Instead,	G0235	CONJ	ἀλλά	but	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἀλλ᾽		sino	but			
42_Mrk.010.043	=NA same TR ~~	ὃς	who[ever]	G3739	R-NSM	ὅς, ἥ	which	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ὃς		quien	which		»020:G2309	
42_Mrk.010.043	=NA diff TR ˹˺	ἂν	maybe	G0302	PRT	ἄν	if	NA27+NA28+Tyn+SBL+WH+Treg+NIV	ἂν	 | TR+Byz = ἐὰν = "if" = G1437 = COND 	probable	if			
42_Mrk.010.043	=NA same TR ~~	θέλῃ	shall desire	G2309	V-PAS-3S	θέλω	to will/desire	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	θέλῃ		esté queriendo	to will			
42_Mrk.010.043	=NA same TR ~~	μέγας	great	G3173	A-NSM	μέγας	great	NA27+NA28+Tyn+SBL+WH+Treg+NIV>1:TR+Byz	μέγας		grande	great			
42_Mrk.010.043	=NA same TR ~~	γενέσθαι	to become	G1096	V-2ADN	γίνομαι	to be	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	γενέσθαι		llegar a ser	to be			
42_Mrk.010.043	=NA same TR ~~	ἐν	among	G1722	PREP	ἐν	in/on/among	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἐν		en	among			
42_Mrk.010.043	=NA same TR ~~	ὑμῖν,	you,	G4771	P-2DP	σύ	you	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ὑμῖν		ustedes	to you		«026:G1722	
42_Mrk.010.043	=NA same TR ~~	ἔσται	will be	G1510	V-FDI-3S	εἰμί	to be	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἔσται		será	to be			
42_Mrk.010.043	=NA same TR ~~	ὑμῶν	your	G4771	P-2GP	σύ	you	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ὑμῶν		de ustedes	your		»034:G1249	
42_Mrk.010.043	=NA same TR ~~	διάκονος·	servant;	G1249	N-NSM	διάκονος	servant	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	διάκονος		siervo	servant			
															
															
# Mrk.10.44	καὶ	ὃς	ἂν	θέλῃ	ἐν	ὑμῖν	εἶναι	πρῶτος,	ἔσται	πάντων	δοῦλος.				
#_Translation	and	who[ever]	maybe	shall desire	among	you	to become	first,	will be	of all	slave.				
#_Word=Grammar	G2532=CONJ	G3739=R-NSM	G0302=PRT	G2309=V-PAS-3S	G1722=PREP	G4771=P-2DP	G1510=V-PAN	G4413=A-NSM	G1510=V-FDI-3S	G3956=A-GPM	G1401=N-NSM				
#_Non-NA variants			 | Treg+Byz = ἐὰν = "if" = G1437 = COND 			 ¦ Treg+TR+Byz = ὑμῶν = "you" = G4771 = P-2GP 	 ¦ TR+Byz = γενέσθαι = "to become" = G1096 = V-2ADN 								
#_REFERENCE	WORD TYPE	GREEK	ENGLISH TRANSLATION	STRONGS	GRAMMAR	DICTIONARY FORM	GLOSS	EDITIONS	SPELLING VARIANTS	MEANING VARIANTS	SPANISH TRANSLATION	SUB-MEANING	SUPER-MEANING	CONJOIN WORD	
42_Mrk.010.044	=NA same TR ~~	καὶ	and	G2532	CONJ	καί	and	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	καὶ		Y	and			
42_Mrk.010.044	=NA same TR ~~	ὃς	who[ever]	G3739	R-NSM	ὅς, ἥ	which	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ὃς		quien	which		»008:G2309	
42_Mrk.010.044	=NA diff TR ˹˺	ἂν	maybe	G0302	PRT	ἄν	if	NA27+NA28+Tyn+SBL+WH+TR+NIV	ἂν	 | Treg+Byz = ἐὰν = "if" = G1437 = COND 	probable	if			
42_Mrk.010.044	=NA same TR ~~	θέλῃ	shall desire	G2309	V-PAS-3S	θέλω	to will/desire	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	θέλῃ		esté queriendo	to will			
42_Mrk.010.044	=NA not TR ⁽⁾	ἐν	among	G1722	PREP	ἐν	in/on/among	NA27+NA28+Tyn+SBL+WH+NIV	ἐν		en	among			
42_Mrk.010.044	=NA diff TR ˹˺	ὑμῖν	you	G4771	P-2DP	σύ	you	NA27+NA28+Tyn+SBL+WH+NIV	ὑμῖν	 ¦ Treg+TR+Byz = ὑμῶν = "you" = G4771 = P-2GP 	ustedes	to you		«010:G1722	
42_Mrk.010.044	=NA diff TR ˹˺	εἶναι	to become	G1510	V-PAN	εἰμί	to be	NA27+NA28+Tyn+SBL+WH+Treg+NIV	εἶναι	 ¦ TR+Byz = γενέσθαι = "to become" = G1096 = V-2ADN 	estar siendo	to be			
42_Mrk.010.044	=NA same TR ~~	πρῶτος,	first,	G4413	A-NSM	πρῶτος	first	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	πρῶτος		primero	first§1_first			
42_Mrk.010.044	=NA same TR ~~	ἔσται	will be	G1510	V-FDI-3S	εἰμί	to be	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἔσται		será	to be			
42_Mrk.010.044	=NA same TR ~~	πάντων	of all	G3956	A-GPM	πᾶς	all	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	πάντων		de todos	all			
42_Mrk.010.044	=NA same TR ~~	δοῦλος.	slave.	G1401	N-NSM	δοῦλος	slave	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	δοῦλος		esclavo	slave			
															
															
# Mrk.10.45	καὶ	γὰρ	ὁ	υἱὸς	τοῦ	ἀνθρώπου	οὐκ	ἦλθεν	διακονηθῆναι	ἀλλὰ	διακονῆσαι				
#_Translation	Even	for	the	Son	<the>	of Man	not	came	to be served,	but	to serve,				
#_Word=Grammar	G2532=CONJ	G1063=CONJ	G3588=T-NSM	G5207=N-NSM	G3588=T-GSM	G0444=N-GSM	G3756=PRT-N	G2064=V-2AAI-3S	G1247=V-APN	G0235=CONJ	G1247=V-AAN				
#_Non-NA variants															
#_Mrk.10.45 cont.	καὶ	δοῦναι	τὴν	ψυχὴν	αὐτοῦ	λύτρον	ἀντὶ	πολλῶν.¶							
#_Translation	and	to give	the	life	of Him	[as] a ransom	for	many.							
#_Word=Grammar	G2532=CONJ	G1325=V-2AAN	G3588=T-ASF	G5590=N-ASF	G0846=P-GSM	G3083=N-ASN	G0473=PREP	G4183=A-GPM							
#_Non-NA variants															
#_REFERENCE	WORD TYPE	GREEK	ENGLISH TRANSLATION	STRONGS	GRAMMAR	DICTIONARY FORM	GLOSS	EDITIONS	SPELLING VARIANTS	MEANING VARIANTS	SPANISH TRANSLATION	SUB-MEANING	SUPER-MEANING	CONJOIN WORD	
42_Mrk.010.045	=NA same TR ~~	καὶ	Even	G2532	CONJ	καί	and	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	καὶ		Y	and			
42_Mrk.010.045	=NA same TR ~~	γὰρ	for	G1063	CONJ	γάρ	for	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	γὰρ		porque	for			
42_Mrk.010.045	=NA same TR ~~	ὁ	the	G3588	T-NSM	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ὁ		el	the		»008:G5207	
42_Mrk.010.045	=NA same TR ~~	υἱὸς	Son	G5207	N-NSM	υἱός	son	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	υἱὸς		Hijo	son			
42_Mrk.010.045	=NA same TR ~~	τοῦ	<the>	G3588	T-GSM	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	τοῦ		de el	the		»012:G0444	
42_Mrk.010.045	=NA same TR ~~	ἀνθρώπου	of Man	G0444	N-GSM	ἄνθρωπος	a human	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἀνθρώπου		hombre	a human			
42_Mrk.010.045	=NA same TR ~~	οὐκ	not	G3756	PRT-N	οὐ	no	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	οὐκ		no	no			
42_Mrk.010.045	=NA same TR ~~	ἦλθεν	came	G2064	V-2AAI-3S	ἔρχομαι	to come/go	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἦλθεν		vino	to come			
42_Mrk.010.045	=NA same TR ~~	διακονηθῆναι	to be served,	G1247	V-APN	διακονέω	to serve	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	διακονηθῆναι		(para) ser servido	to serve			
42_Mrk.010.045	=NA same TR ~~	ἀλλὰ	but	G0235	CONJ	ἀλλά	but	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἀλλὰ		sino	but			
42_Mrk.010.045	=NA same TR ~~	διακονῆσαι	to serve,	G1247	V-AAN	διακονέω	to serve	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	διακονῆσαι		(para) servir	to serve			
42_Mrk.010.045	=NA same TR ~~	καὶ	and	G2532	CONJ	καί	and	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	καὶ		y	and			
42_Mrk.010.045	=NA same TR ~~	δοῦναι	to give	G1325	V-2AAN	δίδωμι	to give	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	δοῦναι		(para) dar	to give			
42_Mrk.010.045	=NA same TR ~~	τὴν	the	G3588	T-ASF	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	τὴν		el	the		»030:G5590	
42_Mrk.010.045	=NA same TR ~~	ψυχὴν	life	G5590	N-ASF	ψυχή	soul	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ψυχὴν		alma	soul§2_life			
42_Mrk.010.045	=NA same TR ~~	αὐτοῦ	of Him	G0846	P-GSM	αὐτός	he/she/it/self	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	αὐτοῦ		de él	his		«030:G5590	
42_Mrk.010.045	=NA same TR ~~	λύτρον	[as] a ransom	G3083	N-ASN	λύτρον	ransom	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	λύτρον		(en) rescate	ransom			
42_Mrk.010.045	=NA same TR ~~	ἀντὶ	for	G0473	PREP	ἀντί	for	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἀντὶ		en lugar de	for			
42_Mrk.010.045	=NA same TR ~~	πολλῶν.¶	many.	G4183	A-GPM	πολύς	much	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	πολλῶν		muchos	many			
															
															
